quarter,quarter_label,quarter_end_date,geography_type,geography_code,rolling_four_quarter_mean_utilisation,rolling_eight_quarter_mean_utilisation,utilisation_trend_slope,utilisation_volatility,consecutive_quarters_below_national_benchmark,consecutive_quarters_below_remoteness_benchmark,persistent_utilisation_classification,participant_provider_growth_quadrant,payment_provider_growth_quadrant,demand_score,purchasing_score,capacity_score,performance_score,optional_cluster,cluster_diagnostic_note,reliability_flag
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Mid North Coast,0.7374999999999999,0.7525,-0.003000000000000061,0.005000000000000023,5,0,persistently low,insufficient history,insufficient history,0.9682539682539683,0.5062695924764891,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Midwest-Gascoyne,,,,,1,1,insufficient history,insufficient history,insufficient history,0.15714285714285714,0.06583072100313479,0.6625,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Midwest-Gascoyne,0.655,,,0.007071067811865481,2,2,stable,insufficient history,insufficient history,0.18253968253968253,0.08307210031347963,,0.0875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Midwest-Gascoyne,0.66,,0.010000000000000094,0.010000000000000009,3,3,recovering,insufficient history,insufficient history,0.20476190476190476,0.13166144200626959,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Midwest-Gascoyne,0.6575,0.6575,0.0010000000000000395,0.00957427107756338,4,4,persistently low,insufficient history,insufficient history,0.24126984126984127,0.15047021943573669,,0.07109375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Midwest-Gascoyne,0.6525000000000001,0.652,-0.01100000000000003,0.017078251276599312,5,5,persistently low,insufficient history,insufficient history,0.28253968253968254,0.18495297805642633,,0.0515625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Midwest-Gascoyne,0.6475,0.65,-0.010999999999999946,0.017078251276599288,6,6,persistently low,insufficient history,insufficient history,0.30634920634920637,0.2115987460815047,,0.0578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Midwest-Gascoyne,0.64,0.6485714285714286,-0.001999999999999978,0.008164965809277058,7,7,persistently low,insufficient history,insufficient history,0.32222222222222224,0.2852664576802508,,0.0578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Midwest-Gascoyne,0.6325000000000001,0.645,-0.003000000000000008,0.009574271077563066,8,8,persistently low,insufficient history,insufficient history,0.3380952380952381,0.3103448275862069,,0.04375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Murray and Mallee,,,,,1,1,insufficient history,insufficient history,insufficient history,0.626984126984127,0.07210031347962383,0.8,0.32734375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Murray and Mallee,0.725,,,0.007071067811865481,2,2,stable,insufficient history,insufficient history,0.6841269841269841,0.08620689655172414,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Murray and Mallee,0.7266666666666666,,0.005000000000000026,0.0057735026918962545,3,3,recovering,insufficient history,insufficient history,0.7206349206349206,0.10501567398119123,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Murray and Mallee,0.72,0.72,-0.00599999999999993,0.01414213562373097,4,4,persistently low,insufficient history,insufficient history,0.7682539682539683,0.13636363636363635,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Murray and Mallee,0.7150000000000001,0.716,-0.011999999999999976,0.017320508075688794,5,5,persistently low,insufficient history,insufficient history,0.819047619047619,0.1238244514106583,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Murray and Mallee,0.71,0.715,-0.005999999999999939,0.01414213562373097,6,6,persistently low,insufficient history,insufficient history,0.8507936507936508,0.14106583072100312,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Murray and Mallee,0.7025,0.7128571428571429,0.0009999999999999783,0.004999999999999989,7,7,persistently low,insufficient history,insufficient history,0.8841269841269841,0.16927899686520376,,0.20625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Murray and Mallee,0.695,0.7075,-0.009999999999999972,0.017320508075688718,8,8,persistently low,insufficient history,insufficient history,0.9253968253968254,0.17711598746081506,,0.10546875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Murrumbidgee,,,,,1,0,insufficient history,insufficient history,insufficient history,0.49682539682539684,0.38087774294670845,0.1125,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Murrumbidgee,0.75,,,0.0,2,1,stable,insufficient history,insufficient history,0.5285714285714286,0.384012539184953,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Murrumbidgee,0.7533333333333333,,0.005000000000000076,0.005773502691896279,3,0,recovering,insufficient history,insufficient history,0.546031746031746,0.42476489028213166,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Murrumbidgee,0.7475,0.7475,-0.0050000000000001155,0.012583057392117908,4,1,persistently low,insufficient history,insufficient history,0.5952380952380952,0.3714733542319749,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Murrumbidgee,0.7375,0.74,-0.015000000000000046,0.022173557826083427,5,2,persistently low,insufficient history,insufficient history,0.6396825396825396,0.322884012539185,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Murrumbidgee,0.73,0.7366666666666667,-0.014000000000000042,0.021602468994692828,6,3,persistently low,insufficient history,insufficient history,0.6476190476190476,0.3730407523510972,,0.32734375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Murrumbidgee,0.7225,0.7357142857142858,0.000999999999999975,0.009574271077563267,7,4,persistently low,insufficient history,insufficient history,0.6555555555555556,0.4482758620689655,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Murrumbidgee,0.7175,0.7324999999999999,0.00100000000000003,0.009574271077563219,8,5,persistently low,insufficient history,insufficient history,0.6746031746031746,0.46394984326018807,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Nepean Blue Mountains,,,,,0,0,insufficient history,insufficient history,insufficient history,0.5396825396825397,0.5047021943573667,0.8375,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Nepean Blue Mountains,0.79,,,0.0,0,0,stable,insufficient history,insufficient history,0.5746031746031746,0.5250783699059561,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Nepean Blue Mountains,0.7966666666666667,,0.009999999999999966,0.011547005383792509,0,0,recovering,insufficient history,insufficient history,0.6174603174603175,0.5752351097178683,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Nepean Blue Mountains,0.795,0.795,0.0020000000000000083,0.01,0,0,consistently high,insufficient history,insufficient history,0.6730158730158731,0.5407523510971787,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Nepean Blue Mountains,0.79,0.79,-0.007999999999999943,0.016329931618554536,0,0,deteriorating,insufficient history,insufficient history,0.7285714285714285,0.5172413793103449,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Nepean Blue Mountains,0.7875000000000001,0.7883333333333334,-0.01099999999999999,0.01707825127659935,0,0,deteriorating,insufficient history,insufficient history,0.765079365079365,0.5266457680250783,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Nepean Blue Mountains,0.78,0.7871428571428571,-0.0020000000000000716,0.008164965809277364,0,0,consistently high,insufficient history,insufficient history,0.792063492063492,0.554858934169279,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Nepean Blue Mountains,0.7725,0.7837500000000001,-0.0029999999999998986,0.009574271077563604,0,0,consistently high,insufficient history,insufficient history,0.8317460317460318,0.5815047021943573,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,North East Melbourne,,,,,0,1,insufficient history,insufficient history,insufficient history,0.2698412698412698,0.6426332288401254,0.5,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,North East Melbourne,0.79,,,0.0,0,2,stable,insufficient history,insufficient history,0.30317460317460315,0.6520376175548589,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,North East Melbourne,0.79,,-7.86578352023717e-18,0.0,0,3,stable,insufficient history,insufficient history,0.3253968253968254,0.6551724137931034,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,North East Melbourne,0.785,0.785,-0.006000000000000021,0.010000000000000009,0,4,deteriorating,insufficient history,insufficient history,0.37142857142857144,0.6253918495297806,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,North East Melbourne,0.78,0.782,-0.007999999999999998,0.011547005383792518,0,0,deteriorating,insufficient history,insufficient history,0.4301587301587302,0.5862068965517241,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,North East Melbourne,0.7775000000000001,0.7816666666666667,-0.0029999999999999784,0.009574271077563383,0,0,consistently high,insufficient history,insufficient history,0.44603174603174606,0.6300940438871473,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,North East Melbourne,0.775,0.7814285714285715,0.004000000000000071,0.005773502691896273,0,0,consistently high,insufficient history,insufficient history,0.4666666666666667,0.6677115987460815,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,North East Melbourne,0.7725,0.77875,-0.0029999999999998986,0.009574271077563451,0,0,consistently high,insufficient history,insufficient history,0.48412698412698413,0.6802507836990596,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,North East Metro,,,,,1,0,insufficient history,insufficient history,insufficient history,0.19047619047619047,0.7962382445141066,0.8125,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,North East Metro,0.77,,,0.0,2,0,stable,insufficient history,insufficient history,0.2222222222222222,0.8119122257053292,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,North East Metro,0.7733333333333334,,0.00499999999999992,0.005773502691896279,0,0,stable,insufficient history,insufficient history,0.24285714285714285,0.8072100313479624,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,North East Metro,0.7725,0.7725,0.0010000000000000718,0.005000000000000008,0,0,stable,insufficient history,insufficient history,0.2857142857142857,0.8025078369905956,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,North East Metro,0.7675000000000001,0.768,-0.0069999999999999524,0.012583057392117908,0,0,deteriorating,insufficient history,insufficient history,0.32063492063492066,0.7931034482758621,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,North East Metro,0.76,0.7633333333333333,-0.013999999999999957,0.018257418583505523,1,0,deteriorating,insufficient history,insufficient history,0.3476190476190476,0.8056426332288401,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,North East Metro,0.75,0.76,-0.00999999999999994,0.014142135623730909,2,0,deteriorating,insufficient history,insufficient history,0.36507936507936506,0.8589341692789969,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,North East Metro,0.7425,0.7575000000000001,-0.0029999999999999675,0.004999999999999819,0,0,stable,insufficient history,insufficient history,0.39206349206349206,0.8636363636363636,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,North Metro,,,,,1,1,insufficient history,insufficient history,insufficient history,0.07936507936507936,0.4341692789968652,0.6375,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,North Metro,0.76,,,0.0,2,2,stable,insufficient history,insufficient history,0.09841269841269841,0.4122257053291536,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,North Metro,0.76,,-5.865565135133625e-17,0.0,3,3,stable,insufficient history,insufficient history,0.11428571428571428,0.43260188087774293,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,North Metro,0.755,0.755,-0.0060000000000000305,0.010000000000000009,4,4,persistently low,insufficient history,insufficient history,0.1492063492063492,0.3793103448275862,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,North Metro,0.7449999999999999,0.748,-0.013999999999999953,0.01914854215512677,5,5,persistently low,insufficient history,insufficient history,0.18095238095238095,0.3652037617554859,,0.32734375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,North Metro,0.7375,0.745,-0.010999999999999932,0.01707825127659934,6,6,persistently low,insufficient history,insufficient history,0.20952380952380953,0.4090909090909091,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,North Metro,0.7325,0.7442857142857143,0.0009999999999999421,0.009574271077563428,7,0,persistently low,insufficient history,insufficient history,0.22857142857142856,0.45141065830721006,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,North Metro,0.725,0.74,-0.00199999999999999,0.012909944487358166,8,1,persistently low,insufficient history,insufficient history,0.25396825396825395,0.4670846394984326,,0.2671875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,North Sydney,,,,,0,0,insufficient history,insufficient history,insufficient history,0.014285714285714285,0.8855799373040752,0.575,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,North Sydney,0.81,,,0.0,0,0,consistently high,insufficient history,insufficient history,0.015873015873015872,0.8840125391849529,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,North Sydney,0.81,,-1.5969535087467613e-17,0.0,0,0,consistently high,insufficient history,insufficient history,0.01904761904761905,0.8793103448275862,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,North Sydney,0.805,0.805,-0.0059999999999999975,0.010000000000000009,0,0,deteriorating,insufficient history,insufficient history,0.022222222222222223,0.8824451410658307,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,North Sydney,0.7975000000000001,0.8,-0.01099999999999998,0.014999999999999989,0,0,deteriorating,insufficient history,insufficient history,0.025396825396825397,0.8605015673981191,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,North Sydney,0.7925,0.7983333333333333,-0.007000000000000037,0.012583057392117876,0,0,deteriorating,insufficient history,insufficient history,0.02857142857142857,0.8871473354231975,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,North Sydney,0.7875000000000001,0.7971428571428572,0.0010000000000000206,0.004999999999999802,0,0,consistently high,insufficient history,insufficient history,0.03333333333333333,0.9012539184952978,,0.89375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,North Sydney,0.785,0.795,2.528900667667612e-17,0.0057735026918960455,0,0,consistently high,insufficient history,insufficient history,0.03492063492063492,0.8981191222570533,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern Adelaide,,,,,0,0,insufficient history,insufficient history,insufficient history,0.9412698412698413,0.6630094043887147,0.0125,0.9375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern Adelaide,0.805,,,0.007071067811865481,0,0,consistently high,insufficient history,insufficient history,0.953968253968254,0.7241379310344828,,0.95859375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Northern Adelaide,0.8033333333333333,,2.4679620271299005e-17,0.0057735026918962545,0,0,consistently high,insufficient history,insufficient history,0.9634920634920635,0.7664576802507836,,0.9375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Northern Adelaide,0.7975000000000001,0.7975000000000001,-0.006999999999999943,0.012583057392117899,0,0,deteriorating,insufficient history,insufficient history,0.973015873015873,0.7523510971786834,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Northern Adelaide,0.7875000000000001,0.79,-0.017000000000000005,0.02217355782608342,0,1,deteriorating,insufficient history,insufficient history,0.9793650793650793,0.7460815047021944,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Northern Adelaide,0.7775,0.7866666666666667,-0.010999999999999985,0.01707825127659923,0,2,deteriorating,insufficient history,insufficient history,0.9841269841269841,0.7617554858934169,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Northern Adelaide,0.77,0.7842857142857144,-0.0020000000000000686,0.008164965809276937,0,3,stable,insufficient history,insufficient history,0.9857142857142858,0.822884012539185,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Northern Adelaide,0.7649999999999999,0.78125,-6.924009910210287e-17,0.005773502691895651,0,0,consistently high,insufficient history,insufficient history,0.9873015873015873,0.8369905956112853,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern NSW,,,,,1,0,insufficient history,insufficient history,insufficient history,0.5571428571428572,0.609717868338558,0.1,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern NSW,0.775,,,0.007071067811865481,0,0,stable,insufficient history,insufficient history,0.6,0.6175548589341693,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Northern NSW,0.7766666666666667,,0.004999999999999949,0.0057735026918962545,0,0,stable,insufficient history,insufficient history,0.6333333333333333,0.6285266457680251,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Northern NSW,0.7725,0.7725,-0.0029999999999998986,0.009574271077563411,1,0,stable,insufficient history,insufficient history,0.6888888888888889,0.6003134796238244,,0.66484375,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Northern NSW,0.7625,0.764,-0.017000000000000008,0.023629078131263102,2,1,deteriorating,insufficient history,insufficient history,0.7444444444444445,0.5329153605015674,,0.39296875,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Northern NSW,0.7525,0.7600000000000001,-0.015000000000000032,0.02217355782608354,3,0,deteriorating,insufficient history,insufficient history,0.7777777777777778,0.5595611285266457,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Northern NSW,0.745,0.7585714285714287,-0.0020000000000000313,0.01290994448735822,4,0,persistently low,insufficient history,insufficient history,0.8,0.6191222570532915,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Northern NSW,0.74,0.75625,0.003999999999999992,0.008164965809277586,0,0,stable,insufficient history,insufficient history,0.8365079365079365,0.6473354231974922,,0.47890625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Outer East Melbourne,,,,,1,1,insufficient history,insufficient history,insufficient history,0.4873015873015873,0.4106583072100313,0.2375,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",insufficient_history
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Outer East Melbourne,0.77,,,0.0,2,2,stable,insufficient history,insufficient history,0.5206349206349207,0.4231974921630094,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Outer East Melbourne,0.7733333333333334,,0.00499999999999992,0.005773502691896279,0,3,stable,insufficient history,insufficient history,0.5492063492063493,0.3949843260188088,,0.81640625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Outer East Melbourne,0.7725,0.7725,0.0010000000000000718,0.005000000000000008,0,4,stable,insufficient history,insufficient history,0.5984126984126984,0.3777429467084639,,0.740625,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Outer East Melbourne,0.7675000000000001,0.768,-0.0069999999999999524,0.012583057392117908,0,5,deteriorating,insufficient history,insufficient history,0.653968253968254,0.3338557993730408,,0.57578125,,"Cluster modelling was not run because the currently available feature set lacks the requested community, SEIFA and workforce inputs.",derived_from_local_curated_source
