quarter,ndis_service_area,service_area_state_label,remoteness_category,population_2025_erp,funded_plans_count,service_area_funded_plans_per_1000_population_2025_erp,service_area_mean_plan_utilisation,support_class,service_type,service_type_group,service_category_order,service_type_payment_amount,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,service_area_payment_amount,service_type_payment_share_of_area_total,service_type_payment_per_1000_population,service_type_rank_within_area,national_service_type_payment_amount,national_service_type_area_mean_payment_amount,national_service_type_area_median_payment_amount,national_service_type_area_mean_share,national_payment_amount_from_area_items,national_service_type_payment_share,service_type_payment_share_gap_from_national,service_type_payment_amount_gap_from_national_area_mean
2025Q2,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island (SA),Inner Regional Australia,60395.0,1895.0,31.376769600132462,70.0,Capacity Building,Therapy,Therapy,12,9012000.0,3757.0,15.0,15.0,36.0,97598000.0,0.09233795774503575,149217.65046775393,4.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,0.019812071367520584,-29786915.6626506
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capital,Capital,Capital,1,431000.0,124.0,97.0,97.0,104.0,68600000.0,0.006282798833819242,7420.926668847605,12.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,-0.016981198243804025,-12014457.831325302
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,Community Participation Care,Community Participation Care,2,13898000.0,1442.0,19.0,19.0,36.0,68600000.0,0.20259475218658893,239294.75369754987,3.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,-0.013921540975812996,-101930951.80722892
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,1362000.0,317.0,2.0,2.0,6.0,68600000.0,0.019854227405247813,23450.816990650666,9.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,0.00022176087176519269,-9140710.843373494
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,Group Centre Care,Group Centre Care,4,898000.0,250.0,9.0,9.0,14.0,68600000.0,0.013090379008746355,15461.698720708002,10.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,-0.0180295324641385,-15750108.43373494
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,High Needs Personal Care,High Needs Personal Care,5,2775000.0,217.0,12.0,12.0,15.0,68600000.0,0.04045189504373178,47779.74827390279,6.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,0.01425176065854401,-11241192.771084337
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,2972000.0,523.0,30.0,30.0,40.0,68600000.0,0.043323615160349854,51171.67995316724,5.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,-0.01615278708670021,-28845879.51807229
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,Other Core,Other Core,7,871000.0,602.0,33.0,33.0,44.0,68600000.0,0.012696793002915452,14996.814683448407,11.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,-0.008349724608874861,-10388180.722891565
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,Personal Care,Personal Care,8,17217000.0,1300.0,24.0,24.0,39.0,68600000.0,0.25097667638483967,296441.0544258682,2.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,0.021047921704470673,-105787168.6746988
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capacity Building,Plan Management,Plan Management,9,1460000.0,1369.0,2.0,2.0,4.0,68600000.0,0.02128279883381924,25138.173866629935,8.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,0.006583599706027982,-6403578.3132530125
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,18989000.0,277.0,25.0,25.0,35.0,68600000.0,0.2768075801749271,326951.22161194234,1.0,11536233000.0,138990759.03614458,110222000.0,0.2532835093477128,44402215000.0,0.2598121062203766,0.016995473954550533,-120001759.03614458
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capacity Building,Support Coordination,Support Coordination,11,2453000.0,866.0,7.0,7.0,12.0,68600000.0,0.03575801749271137,42235.575681399474,7.0,1144615000.0,13790542.168674698,11401000.0,0.030376573723896357,44402215000.0,0.025778331103527154,0.009979686389184214,-11337542.168674698
2025Q2,Goldfields-Esperance,Goldfields-Esperance (WA),Very Remote Australia,58079.0,1104.0,19.00859174572565,65.0,Capacity Building,Therapy,Therapy,12,5274000.0,1885.0,17.0,17.0,33.0,68600000.0,0.0768804664723032,90807.34861137417,4.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,0.004354580094788035,-33524915.6626506
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capital,Capital,Capital,1,4893000.0,824.0,181.0,181.0,205.0,291286000.0,0.01679792369011899,26211.049031214345,12.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,-0.006466073387504278,-7552457.831325302
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,Community Participation Care,Community Participation Care,2,69044000.0,10620.0,15.0,15.0,52.0,291286000.0,0.23703164587381473,369858.09714105114,1.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,0.020515352711412804,-46784951.80722892
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,6741000.0,1709.0,3.0,3.0,8.0,291286000.0,0.02314220388209526,36110.50102583607,10.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,0.003509737348612641,-3761710.843373494
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,Group Centre Care,Group Centre Care,4,12762000.0,1832.0,23.0,23.0,35.0,291286000.0,0.04381261028679717,68364.07270311823,6.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,0.012692698813912315,-3886108.4337349404
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,High Needs Personal Care,High Needs Personal Care,5,8120000.0,1288.0,26.0,26.0,38.0,291286000.0,0.027876382661713918,43497.59209758031,8.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,0.001676248276526151,-5896192.771084337
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,16185000.0,4336.0,30.0,30.0,53.0,291286000.0,0.055563947460571396,86700.55764770164,5.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,-0.00391245478647867,-15632879.518072288
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,Other Core,Other Core,7,6793000.0,4872.0,28.0,28.0,58.0,291286000.0,0.023320722588795893,36389.05703434274,9.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,0.002274204977005579,-4466180.722891565
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,Personal Care,Personal Care,8,66079000.0,9233.0,22.0,22.0,57.0,291286000.0,0.22685264653982684,353975.0478098534,2.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,-0.0030761081405421553,-56925168.6746988
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capacity Building,Plan Management,Plan Management,9,6202000.0,7266.0,1.0,1.0,4.0,291286000.0,0.021291788826102182,33223.16086073807,11.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,0.006592589698310922,-1661578.3132530125
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,61798000.0,2438.0,11.0,11.0,39.0,291286000.0,0.2121557507054922,331042.38872490986,3.0,11536233000.0,138990759.03614458,110222000.0,0.2532835093477128,44402215000.0,0.2598121062203766,-0.047656355514884396,-77192759.03614458
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capacity Building,Support Coordination,Support Coordination,11,9216000.0,2579.0,8.0,8.0,14.0,291286000.0,0.03163900771063491,49368.695661490165,7.0,1144615000.0,13790542.168674698,11401000.0,0.030376573723896357,44402215000.0,0.025778331103527154,0.005860676607107755,-4574542.168674698
2025Q2,Goulburn,Goulburn (VIC),Inner Regional Australia,186677.0,6260.0,33.53385794714935,71.0,Capacity Building,Therapy,Therapy,12,23453000.0,9461.0,11.0,11.0,38.0,291286000.0,0.08051536977403652,125634.11668282648,4.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,0.007989483396521349,-15345915.6626506
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capital,Capital,Capital,1,418000.0,164.0,101.0,101.0,109.0,66596000.0,0.006276653252447594,6224.8696947133285,11.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,-0.016987343825175673,-12027457.831325302
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,Community Participation Care,Community Participation Care,2,19851000.0,2425.0,27.0,27.0,45.0,66596000.0,0.2980809658237732,295621.7423678332,1.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,0.08156467266137127,-95977951.80722892
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,954000.0,284.0,3.0,3.0,7.0,66596000.0,0.014325184695777524,14206.999255398361,10.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,-0.005307281837705097,-9548710.843373494
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,Group Centre Care,Group Centre Care,4,86000.0,59.0,9.0,9.0,11.0,66596000.0,0.001291368850982041,1280.7148175725986,12.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,-0.029828542621902817,-16562108.43373494
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,High Needs Personal Care,High Needs Personal Care,5,2491000.0,250.0,16.0,16.0,19.0,66596000.0,0.037404648927863535,37096.05361131794,6.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,0.011204514542675768,-11525192.771084337
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,3618000.0,988.0,28.0,28.0,41.0,66596000.0,0.05432758724247703,53879.374534623974,5.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,-0.005148815004573037,-28199879.51807229
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,Other Core,Other Core,7,1594000.0,1060.0,27.0,27.0,38.0,66596000.0,0.02393537149378341,23737.900223380493,8.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,0.002888853881993097,-9665180.722891565
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,Personal Care,Personal Care,8,17052000.0,2124.0,28.0,28.0,49.0,66596000.0,0.25605141449936936,253938.94266567385,2.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,0.02612265981900036,-105952168.6746988
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capacity Building,Plan Management,Plan Management,9,1481000.0,1629.0,0.0,0.0,3.0,66596000.0,0.022238572887260496,22055.100521221146,9.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,0.007539373759469236,-6382578.3132530125
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,12453000.0,210.0,29.0,29.0,37.0,66596000.0,0.1869932128055739,185450.48399106477,3.0,11536233000.0,138990759.03614458,110222000.0,0.2532835093477128,44402215000.0,0.2598121062203766,-0.07281889341480269,-126537759.03614458
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capacity Building,Support Coordination,Support Coordination,11,1843000.0,800.0,8.0,8.0,14.0,66596000.0,0.027674334794882575,27446.016381236037,7.0,1144615000.0,13790542.168674698,11401000.0,0.030376573723896357,44402215000.0,0.025778331103527154,0.001896003691355421,-11947542.168674698
2025Q2,Great Southern,Great Southern (WA),Outer Regional Australia,67150.0,1514.0,22.546537602382724,67.0,Capacity Building,Therapy,Therapy,12,4755000.0,2049.0,16.0,16.0,31.0,66596000.0,0.07140068472580936,70811.61578555472,4.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,-0.0011252016517058067,-34043915.6626506
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capital,Capital,Capital,1,14745000.0,2490.0,176.0,176.0,235.0,778836000.0,0.018932098670323406,52871.255176865016,11.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,-0.004331898407299861,2299542.168674698
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,Community Participation Care,Community Participation Care,2,168922000.0,21470.0,18.0,18.0,56.0,778836000.0,0.21689033378015396,605704.8604263406,2.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,0.0003740406177520361,53093048.19277108
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,21260000.0,3955.0,2.0,2.0,9.0,778836000.0,0.02729714599736016,76232.13869516108,8.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,0.007664679463877541,10757289.156626506
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,Group Centre Care,Group Centre Care,4,20692000.0,2876.0,14.0,14.0,29.0,778836000.0,0.02656785253891705,74195.45690876167,9.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,-0.004552058933967807,4043891.5662650596
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,High Needs Personal Care,High Needs Personal Care,5,24180000.0,3184.0,32.0,32.0,45.0,778836000.0,0.03104633067808884,86702.40421679187,6.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,0.004846196292901072,10163807.228915663
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,61243000.0,12497.0,36.0,36.0,71.0,778836000.0,0.07863401280885834,219599.47648672393,4.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,0.01915761056180828,29425120.48192771
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,Other Core,Other Core,7,17910000.0,11628.0,22.0,22.0,62.0,778836000.0,0.022995855353373496,64220.019004249065,10.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,0.0019493377415831827,6650819.277108435
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,Personal Care,Personal Care,8,235264000.0,21989.0,18.0,18.0,60.0,778836000.0,0.30207129613936695,843587.8587948438,1.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,0.07214254145899796,112259831.3253012
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capacity Building,Plan Management,Plan Management,9,11203000.0,13499.0,1.0,1.0,4.0,778836000.0,0.014384286293905264,40170.67967083206,12.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,-0.0003149128338859955,3339421.6867469875
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,121895000.0,3781.0,6.0,6.0,39.0,778836000.0,0.15650920091007606,437079.7999175287,3.0,11536233000.0,138990759.03614458,110222000.0,0.2532835093477128,44402215000.0,0.2598121062203766,-0.10330290531030054,-17095759.036144584
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capacity Building,Support Coordination,Support Coordination,11,22466000.0,6000.0,5.0,5.0,15.0,778836000.0,0.028845610629195363,80556.50178388941,7.0,1144615000.0,13790542.168674698,11401000.0,0.030376573723896357,44402215000.0,0.025778331103527154,0.0030672795256682095,8675457.831325302
2025Q2,Hume Moreland,Hume Moreland (VIC),Major Cities of Australia,278885.0,14074.0,50.465245531312185,78.0,Capacity Building,Therapy,Therapy,12,59056000.0,21438.0,8.0,8.0,43.0,778836000.0,0.07582597620038108,211757.5344676121,5.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,0.0033000898228659065,20257084.3373494
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capital,Capital,Capital,1,60247000.0,9680.0,160.0,160.0,291.0,2153251000.0,0.02797955277856599,59443.50218101916,7.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,0.004715555700942724,47801542.1686747
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,Community Participation Care,Community Participation Care,2,467834000.0,63282.0,16.0,16.0,61.0,2153251000.0,0.2172686788488662,461594.6254478218,2.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,0.0007523856864642686,352005048.1927711
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,54296000.0,11554.0,3.0,3.0,12.0,2153251000.0,0.025215824815592796,53571.86904610381,8.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,0.005583358282110176,43793289.15662651
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,Group Centre Care,Group Centre Care,4,77716000.0,12468.0,33.0,33.0,54.0,2153251000.0,0.0360924016754201,76679.52288910793,6.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,0.004972490202535242,61067891.56626506
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,High Needs Personal Care,High Needs Personal Care,5,43231000.0,6560.0,31.0,31.0,55.0,2153251000.0,0.02007708344266414,42654.43993539329,11.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,-0.0061230509425236265,29214807.22891566
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,99720000.0,29533.0,25.0,25.0,72.0,2153251000.0,0.04631136825200592,98390.06153818831,5.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,-0.013165033995044144,67902120.48192771
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,Other Core,Other Core,7,44254000.0,27022.0,11.0,11.0,71.0,2153251000.0,0.0205521790074636,43663.79646320683,10.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,-0.0004943386043267141,32994819.277108435
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,Personal Care,Personal Care,8,411901000.0,49907.0,11.0,11.0,63.0,2153251000.0,0.1912926082467859,406407.5886245618,3.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,-0.038636146433583096,288896831.3253012
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capacity Building,Plan Management,Plan Management,9,30563000.0,35377.0,1.0,1.0,4.0,2153251000.0,0.014193886360670446,30155.389598793114,12.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,-0.0005053127671208139,22699421.68674699
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Core,Shared Accommodation Supports,Shared Accommodation Supports,10,660087000.0,14441.0,6.0,6.0,44.0,2153251000.0,0.30655367163419406,651283.5995844174,1.0,11536233000.0,138990759.03614458,110222000.0,0.2532835093477128,44402215000.0,0.2598121062203766,0.046741565413817465,521096240.9638554
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capacity Building,Support Coordination,Support Coordination,11,52577000.0,16421.0,6.0,6.0,17.0,2153251000.0,0.02441749707767464,51875.79488059894,9.0,1144615000.0,13790542.168674698,11401000.0,0.030376573723896357,44402215000.0,0.025778331103527154,-0.0013608340258525128,38786457.8313253
2025Q2,Hunter New England,Hunter New England (NSW),Outer Regional Australia,1013517.0,35694.0,35.21795885022156,75.0,Capacity Building,Therapy,Therapy,12,150825000.0,60913.0,4.0,4.0,42.0,2153251000.0,0.0700452478600962,148813.488081601,4.0,3220310000.0,38798915.6626506,31464000.0,0.07459658803653928,44402215000.0,0.07252588637751517,-0.002480638517418976,112026084.3373494
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Capital,Capital,Capital,1,22466000.0,3804.0,181.0,181.0,262.0,810534000.0,0.027717529431214482,50776.47367267188,7.0,1032973000.0,12445457.831325302,8871000.0,0.017851002337117106,44402215000.0,0.023263997077623267,0.004453532353591215,10020542.168674698
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Core,Community Participation Care,Community Participation Care,2,194502000.0,26477.0,16.0,16.0,57.0,810534000.0,0.2399677249813086,439603.20850538707,2.0,9613803000.0,115828951.80722892,97397000.0,0.21423384508702237,44402215000.0,0.21651629316240192,0.023451431818906687,78673048.19277108
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Capacity Building,Early Childhood Supports,Early Childhood Supports,3,13386000.0,2893.0,2.0,2.0,10.0,810534000.0,0.016515038234053106,30254.334397862807,11.0,871725000.0,10502710.843373494,6741000.0,0.01942727568515751,44402215000.0,0.01963246653348262,-0.0031174282994295144,2883289.156626506
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Core,Group Centre Care,Group Centre Care,4,38159000.0,7317.0,22.0,22.0,38.0,810534000.0,0.04707883938243183,86244.9683466343,6.0,1381793000.0,16648108.43373494,10696000.0,0.029177720838541928,44402215000.0,0.031119911472884856,0.01595892790954697,21510891.56626506
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Core,High Needs Personal Care,High Needs Personal Care,5,15318000.0,2449.0,26.0,26.0,43.0,810534000.0,0.01889865199979273,34620.939362502795,10.0,1163344000.0,14016192.771084337,11421000.0,0.025566644947423365,44402215000.0,0.026200134385187767,-0.007301482385395037,1301807.2289156634
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Capacity Building,Other Capacity Building,Other Capacity Building,6,40168000.0,10331.0,33.0,33.0,68.0,810534000.0,0.049557452247530644,90785.60466856067,5.0,2640884000.0,31817879.51807229,19098000.0,0.05212182899950574,44402215000.0,0.059476402247050066,-0.009918949999519422,8350120.4819277115
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Core,Other Core,Other Core,7,18088000.0,11423.0,23.0,23.0,67.0,810534000.0,0.02231615206764923,40881.5479298179,9.0,934512000.0,11259180.722891565,9511000.0,0.019833420623907437,44402215000.0,0.021046517611790314,0.0012696344558589152,6828819.277108435
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Core,Personal Care,Personal Care,8,152028000.0,20444.0,18.0,18.0,63.0,810534000.0,0.18756523477115086,343605.703708224,3.0,10209346000.0,123004168.6746988,102145000.0,0.2221749217568017,44402215000.0,0.229928754680369,-0.042363519909218134,29023831.3253012
2025Q2,Illawarra Shoalhaven,Illawarra Shoalhaven (NSW),Inner Regional Australia,442449.0,12581.0,28.434915662596143,75.0,Capacity Building,Plan Management,Plan Management,9,12689000.0,14742.0,1.0,1.0,4.0,810534000.0,0.015655111321671886,28679.011592296516,12.0,652677000.0,7863578.3132530125,6248000.0,0.01726028307420574,44402215000.0,0.01469919912779126,0.0009559121938806266,4825421.6867469875
